NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads,SL_cycle,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
3,Small,20,7,4.0,11,9.191,4.0,15.2,12.0,0.685125,3,6,9,38.99,1.69,4.8,0.49410000000000004,0.985,23,30
5,Sedan,17,9,6.0,11,10.589,6.0,22.8,18.0,0.685125,3,8,16,27.91,1.73,4.76,0.44145,0.98,21,27
5,Sedan,20,8,6.0,7,7.359,6.0,22.8,18.0,5.4774,1,20,23,19.63,1.92,4.78,0.4697999999999992,0.974,22,29
4,Sedan,20,10,6.0,7,11.621,6.0,22.8,18.0,13.009950000000002,1,9,19,45.15,3.13,4.66,0.405,0.993,22,28
2,Sedan,21,9,6.0,7,15.158,6.0,22.8,18.0,2.426175,3,6,9,41.94,2.1,4.79,0.43335,0.989,22,30
3,Sedan,17,11,6.0,11,8.084,6.0,22.8,18.0,3.42945,3,10,16,23.17,3.47,4.69,0.37664999999999993,0.988,22,30
1,Small,17,7,4.0,3,9.844,4.0,15.2,12.0,2.426175,3,3,6,44.97,3.36,4.78,0.3888,0.993,19,29
1,Small,19,8,4.0,11,10.744,4.0,15.2,12.0,0.685125,1,7,18,10.56,1.71,4.63,0.37664999999999993,0.946,20,29
2,Sedan,18,10,6.0,11,6.221,6.0,22.8,18.0,2.426175,2,9,17,22.52,0.65,4.79,0.47790000000000005,0.934,20,30
1,Sedan,19,9,6.0,11,8.637,6.0,22.8,18.0,0.685125,3,7,10,28.23,0.6,4.62,0.50625,0.943,19,27
5,Sedan,18,9,6.0,11,3.56,6.0,22.8,18.0,18.696825,2,18,23,41.94,1.44,4.61,0.4212,0.984,22,27
2,Small,19,8,4.0,11,3.21,4.0,15.2,12.0,19.434825,1,19,23,36.5,0.57,4.78,0.41715,0.953,21,29
1,SUV,17,8,13.5,11,11.732,13.5,51.3,40.5,0.685125,2,7,16,34.8,2.45,4.73,0.44955,0.988,22,27
5,Small,17,9,4.0,3,8.229,4.0,15.2,12.0,0.685125,3,8,16,37.71,1.87,4.78,0.49410000000000004,0.986,22,29
3,Small,19,6,4.0,7,4.817,4.0,15.2,12.0,2.426175,3,19,23,23.52,2.09,4.64,0.48195,0.98,21,28
3,Sedan,19,7,6.0,7,10.613,6.0,22.8,18.0,5.4774,2,2,6,41.3,2.23,4.78,0.48600000000000004,0.989,21,29
4,Small,18,6,4.0,7,11.564,4.0,15.2,12.0,19.434825,3,18,23,32.86,3.25,4.73,0.4697999999999992,0.991,23,31
2,Small,17,7,5.0,7,14.19,4.0,15.2,11.0,18.696825,2,6,16,43.66,1.1,4.73,0.40095000000000003,0.979,21,27
1,Sedan,21,9,6.0,3,9.001,6.0,22.8,18.0,19.434825,1,6,8,24.86,2.96,4.75,0.3888,0.987,23,29
4,SUV,18,10,13.5,7,11.238,13.5,51.3,40.5,0.685125,3,9,17,18.18,2.71,4.63,0.46574999999999916,0.98,22,29
2,SUV,17,9,13.5,11,11.239,13.5,51.3,40.5,19.434825,2,8,10,43.35,2.15,4.66,0.4293,0.989,19,29
5,Small,19,9,5.0,11,12.261,4.0,15.2,11.0,5.4774,1,19,23,40.76,0.75,4.7,0.49815,0.968,19,29
2,Truck,19,7,17.5,3,7.285,17.5,66.5,52.5,5.4774,1,19,23,49.15,2.25,4.66,0.36449999999999994,0.991,20,27
2,Small,19,9,5.0,7,14.074,4.0,15.2,11.0,0.685125,1,19,23,7.62,3.35,4.67,0.5022000000000001,0.962,19,30
3,Small,17,9,5.0,3,12.537,4.0,15.2,11.0,3.42945,2,1,8,19.82,2.89,4.72,0.4536000000000001,0.983,22,29
5,SUV,21,8,13.5,7,8.662,13.5,51.3,40.5,3.42945,3,6,9,44.28,1.55,4.7,0.49815,0.986,20,28
4,Small,17,8,6.0,11,15.041,4.0,15.2,10.0,2.426175,3,7,16,11.06,3.04,4.74,0.405,0.971,19,28
5,Small,17,9,4.0,7,11.069,4.0,15.2,12.0,1.33605,3,7,10,34.69,1.95,4.73,0.40095000000000003,0.985,19,31
5,Truck,20,10,17.5,3,2.673,17.5,66.5,52.5,0.685125,2,20,23,44.9,3.26,4.67,0.36854999999999993,0.993,23,31
2,Small,18,9,4.0,11,7.304,4.0,15.2,12.0,0.685125,3,3,8,13.13,2.83,4.73,0.405,0.973,19,27
3,Sedan,18,9,6.0,11,12.077,6.0,22.8,18.0,0.685125,1,18,23,18.92,1.06,4.7,0.4374,0.951,20,29
3,SUV,21,9,13.5,11,9.893,13.5,51.3,40.5,2.426175,2,8,20,48.65,2.41,4.77,0.48600000000000004,0.992,21,31
2,Sedan,17,9,6.0,11,11.026,6.0,22.8,18.0,18.696825,2,17,23,36.13,1.29,4.73,0.4131,0.979,23,27
4,Small,18,9,4.0,3,9.526,4.0,15.2,12.0,1.33605,3,8,17,25.94,2.12,4.7,0.47384999999999916,0.982,22,27
2,SUV,17,10,13.5,7,3.379,13.5,51.3,40.5,0.685125,2,9,16,45.54,3.23,4.8,0.39285000000000003,0.993,20,30
4,Small,21,9,4.0,7,11.278,4.0,15.2,12.0,18.696825,1,21,23,29.58,0.68,4.69,0.48600000000000004,0.951,19,28
5,Sedan,17,11,7.0,7,17.42,6.0,22.8,17.0,1.33605,3,10,16,33.53,0.66,4.65,0.40905,0.956,19,31
2,Sedan,18,11,6.0,11,6.236,6.0,22.8,18.0,2.426175,3,18,23,48.43,1.84,4.79,0.47790000000000005,0.989,23,31
5,SUV,17,9,13.5,3,6.763,13.5,51.3,40.5,3.42945,2,6,8,18.44,2.4,4.68,0.39285000000000003,0.978,22,29
5,Sedan,19,8,6.0,7,13.662,6.0,22.8,18.0,19.434825,2,7,18,34.57,2.71,4.78,0.4374,0.989,21,31
2,Small,19,8,4.0,11,9.58,4.0,15.2,12.0,18.696825,2,19,23,41.26,3.53,4.8,0.49410000000000004,0.993,23,28
1,Sedan,20,7,6.0,11,11.52,6.0,22.8,18.0,13.009950000000002,1,6,19,34.05,1.69,4.8,0.42524999999999996,0.983,21,27
1,Small,17,7,6.0,11,14.559,4.0,15.2,10.0,19.434825,2,6,16,6.72,1.18,4.75,0.405,0.882,20,30
2,Sedan,18,6,6.0,3,12.254,6.0,22.8,18.0,1.33605,2,5,17,28.1,1.85,4.62,0.4131,0.981,23,29
5,Sedan,21,6,6.0,11,14.673,6.0,22.8,18.0,2.426175,3,4,7,25.67,2.71,4.64,0.48195,0.986,22,28
1,SUV,20,8,13.5,11,12.689,13.5,51.3,40.5,0.685125,2,20,23,42.82,2.15,4.75,0.3807,0.989,19,29
5,SUV,19,7,13.5,7,19.167,13.5,51.3,40.5,3.42945,2,6,18,16.21,3.25,4.78,0.48195,0.981,22,31
3,Sedan,22,9,6.0,11,6.733,6.0,22.8,18.0,19.434825,2,8,21,8.49,2.19,4.73,0.36449999999999994,0.948,21,28
2,Sedan,18,11,6.0,11,8.943,6.0,22.8,18.0,2.426175,1,10,17,15.88,3.41,4.79,0.37259999999999993,0.982,19,30
4,SUV,16,9,13.5,7,7.694,13.5,51.3,40.5,0.685125,1,16,23,37.13,2.03,4.62,0.4212,0.987,23,27
1,Small,20,7,5.0,3,13.166,4.0,15.2,11.0,2.426175,2,3,6,20.83,1.83,4.64,0.37259999999999993,0.974,19,27
1,Sedan,21,11,6.0,3,10.121,6.0,22.8,18.0,1.33605,3,10,20,46.31,2.91,4.6,0.48195,0.993,22,27
4,Small,20,8,4.0,3,10.711,4.0,15.2,12.0,18.696825,2,7,19,12.47,2.78,4.75,0.4212,0.972,20,30
1,Truck,20,10,17.5,11,11.192,17.5,66.5,52.5,2.426175,2,20,23,25.32,2.97,4.64,0.42524999999999996,0.987,22,30
2,Sedan,16,9,6.0,11,12.467,6.0,22.8,18.0,0.685125,3,4,8,25.85,1.37,4.8,0.47384999999999916,0.972,20,31
4,Truck,18,8,17.5,3,12.112,17.5,66.5,52.5,19.434825,3,7,17,40.75,2.45,4.67,0.3888,0.99,19,28
5,Small,18,7,4.0,11,5.287,4.0,15.2,12.0,3.42945,1,6,17,47.64,0.5,4.68,0.4374,0.959,22,28
3,Small,21,9,4.0,3,9.789,4.0,15.2,12.0,19.434825,2,1,8,23.9,0.98,4.73,0.49410000000000004,0.958,23,31
5,Sedan,19,10,6.0,3,6.232,6.0,22.8,18.0,19.434825,2,9,18,31.89,3.35,4.66,0.4131,0.991,19,30
3,Small,16,10,4.0,3,5.402,4.0,15.2,12.0,3.42945,2,3,9,38.97,1.06,4.74,0.42524999999999996,0.976,22,28
3,Small,17,7,4.0,7,10.079,4.0,15.2,12.0,0.685125,1,6,16,39.36,0.77,4.72,0.405,0.968,23,27
5,Truck,17,6,17.5,3,13.507,17.5,66.5,52.5,5.4774,1,1,5,13.87,2.84,4.76,0.3888,0.975,20,30
4,SUV,20,9,13.5,7,10.17,13.5,51.3,40.5,1.33605,3,20,23,12.74,2.66,4.6,0.4536000000000001,0.971,22,28
1,Small,16,8,4.0,11,7.991,4.0,15.2,12.0,18.696825,2,6,8,19.45,0.96,4.67,0.38475,0.948,22,29
5,SUV,18,9,13.5,7,7.794,13.5,51.3,40.5,0.685125,2,18,23,18.97,1.11,4.67,0.39690000000000003,0.954,23,30
2,Small,20,8,4.0,3,10.649,4.0,15.2,12.0,5.4774,1,7,19,17.63,1.12,4.72,0.39285000000000003,0.951,23,27
3,SUV,18,8,13.5,3,8.626,13.5,51.3,40.5,3.42945,3,18,23,13.77,1.34,4.75,0.37259999999999993,0.947,19,30
3,Small,18,8,4.0,7,7.838,4.0,15.2,12.0,18.696825,1,18,23,35.64,3.2,4.63,0.49005,0.991,23,30
4,Small,17,10,6.0,11,15.225,4.0,15.2,10.0,13.009950000000002,3,9,16,35.47,1.49,4.76,0.4374,0.981,22,27
5,Small,18,9,4.0,3,10.701,4.0,15.2,12.0,0.685125,1,8,9,13.89,3.21,4.75,0.3807,0.978,21,31
1,Small,17,8,4.0,11,9.831,4.0,15.2,12.0,5.4774,2,2,7,27.21,3.6,4.65,0.40095000000000003,0.99,19,27
5,Small,20,7,4.0,11,8.803,4.0,15.2,12.0,18.696825,1,6,19,26.5,0.9,4.78,0.47790000000000005,0.959,22,29
5,Small,17,8,4.0,3,2.486,4.0,15.2,12.0,2.426175,2,7,16,27.6,1.59,4.63,0.3807,0.977,19,28
1,Sedan,16,8,6.0,3,8.584,6.0,22.8,18.0,3.42945,3,16,23,34.43,2.25,4.8,0.405,0.987,22,27
1,Small,17,7,4.0,7,9.315,4.0,15.2,12.0,2.426175,3,17,23,45.69,1.46,4.68,0.4616999999999992,0.985,20,30
3,Small,20,7,4.0,11,1.644,4.0,15.2,12.0,3.42945,1,6,19,13.11,3.55,4.7,0.49815,0.979,19,31
5,Sedan,17,7,6.0,7,12.503,6.0,22.8,18.0,13.009950000000002,1,1,6,8.93,3.38,4.78,0.39690000000000003,0.967,23,28
2,Sedan,19,8,6.0,11,13.698,6.0,22.8,18.0,18.696825,2,19,23,44.67,0.91,4.66,0.43335,0.976,22,29
5,SUV,19,10,13.5,11,6.225,13.5,51.3,40.5,5.4774,1,19,23,22.54,2.52,4.66,0.40905,0.983,20,29
5,Small,19,11,5.0,7,12.761,4.0,15.2,11.0,3.42945,1,19,23,27.61,1.84,4.74,0.40905,0.981,21,27
2,Small,17,6,6.0,3,16.217,4.0,15.2,10.0,2.426175,2,5,16,43.23,2.92,4.78,0.43335,0.992,22,27
5,Sedan,17,7,6.0,11,14.103,6.0,22.8,18.0,18.696825,2,4,6,29.46,0.74,4.66,0.44955,0.955,19,27
3,Sedan,17,10,6.0,11,9.706,6.0,22.8,18.0,0.685125,3,17,23,39.69,1.1,4.72,0.4293,0.977,22,29
4,Sedan,19,7,6.0,7,7.038,6.0,22.8,18.0,1.33605,1,2,6,17.31,0.91,4.77,0.4697999999999992,0.938,19,27
2,SUV,16,8,13.5,11,15.908,13.5,51.3,40.5,5.4774,1,7,15,36.29,1.11,4.71,0.48600000000000004,0.975,22,29
4,Truck,17,9,17.5,7,12.595,17.5,66.5,52.5,2.426175,1,7,8,23.28,1.05,4.67,0.48195,0.96,19,27
4,Truck,17,8,17.5,11,9.159,17.5,66.5,52.5,0.685125,3,7,16,24.34,2.55,4.73,0.44955,0.984,21,31
1,Sedan,18,10,7.0,7,16.018,6.0,22.8,17.0,18.696825,1,18,23,40.68,0.76,4.63,0.40095000000000003,0.968,22,31
3,Small,20,7,4.0,11,8.67,4.0,15.2,12.0,13.009950000000002,2,1,6,10.12,1.26,4.71,0.44145,0.925,21,29
1,Small,16,8,4.0,11,3.041,4.0,15.2,12.0,13.009950000000002,1,7,15,35.1,1.14,4.64,0.49815,0.975,21,28
5,Sedan,18,8,6.0,3,11.067,6.0,22.8,18.0,13.009950000000002,3,18,23,34.56,3.47,4.68,0.4697999999999992,0.992,20,28
2,Small,21,9,4.0,3,8.017,4.0,15.2,12.0,2.426175,3,8,20,32.18,2.76,4.69,0.48600000000000004,0.989,20,29
1,Sedan,16,7,6.0,7,9.78,6.0,22.8,18.0,3.42945,2,1,6,28.06,2.49,4.77,0.36854999999999993,0.986,21,27
2,Small,19,6,4.0,7,9.484,4.0,15.2,12.0,2.426175,1,19,23,49.07,1.4,4.72,0.44145,0.986,23,29
3,SUV,18,6,13.5,3,7.431,13.5,51.3,40.5,18.696825,3,4,7,15.08,2.75,4.64,0.49815,0.976,20,30
2,SUV,17,10,13.5,11,13.098,13.5,51.3,40.5,1.33605,2,2,9,8.39,2.34,4.68,0.44145,0.95,22,31
5,Sedan,20,8,6.0,7,8.846,6.0,22.8,18.0,13.009950000000002,1,3,7,45.58,0.61,4.79,0.49005,0.965,19,28
1,SUV,20,8,13.5,3,9.052,13.5,51.3,40.5,5.4774,3,7,10,47.33,2.68,4.63,0.49815,0.992,19,29
2,Small,18,8,4.0,3,6.497,4.0,15.2,12.0,13.009950000000002,2,18,23,24.87,2.68,4.62,0.44955,0.985,23,27
3,Small,18,11,4.0,3,9.559,4.0,15.2,12.0,18.696825,2,18,23,27.59,1.71,4.76,0.5022000000000001,0.979,19,28
5,Small,20,8,4.0,11,5.997,4.0,15.2,12.0,3.42945,3,7,19,26.08,2.18,4.77,0.41715,0.983,19,29
2,Truck,19,9,17.5,7,7.689,17.5,66.5,52.5,1.33605,2,8,18,42.47,2.11,4.66,0.48195,0.989,23,31
2,SUV,20,7,13.5,3,6.334,13.5,51.3,40.5,3.42945,3,4,7,19.82,1.36,4.65,0.4536000000000001,0.964,21,27
4,Small,17,8,4.0,11,11.699,4.0,15.2,12.0,19.434825,2,7,16,9.83,2.19,4.74,0.47790000000000005,0.955,22,31
1,Truck,17,9,17.5,11,8.283,17.5,66.5,52.5,18.696825,2,8,16,27.41,0.9,4.66,0.4212,0.96,19,29
5,Small,18,8,5.0,7,13.802,4.0,15.2,11.0,0.685125,3,6,9,36.47,0.63,4.67,0.40905,0.957,20,29
5,Small,17,7,4.0,3,9.472,4.0,15.2,12.0,1.33605,2,5,7,21.77,2.96,4.63,0.39690000000000003,0.985,21,28
2,Small,16,7,4.0,3,10.535,4.0,15.2,12.0,18.696825,2,4,6,40.04,2.82,4.65,0.5022000000000001,0.991,20,27
3,Small,17,10,5.0,11,12.795,4.0,15.2,11.0,2.426175,2,9,16,31.07,1.04,4.63,0.3807,0.97,22,28
5,SUV,18,9,13.5,11,8.775,13.5,51.3,40.5,19.434825,2,18,23,22.4,2.84,4.77,0.4374,0.984,19,29
1,SUV,19,7,13.5,11,6.733,13.5,51.3,40.5,2.426175,3,3,6,41.47,2.26,4.77,0.5022000000000001,0.989,23,31
4,SUV,20,10,13.5,11,12.018,13.5,51.3,40.5,1.33605,2,9,19,46.36,3.6,4.65,0.4212,0.994,23,29
4,SUV,18,8,13.5,7,8.93,13.5,51.3,40.5,18.696825,1,7,17,26.88,2.65,4.78,0.3807,0.986,19,30
3,Small,20,11,4.0,3,9.206,4.0,15.2,12.0,18.696825,3,3,10,10.69,0.72,4.75,0.42524999999999996,0.878,23,30
3,Small,20,6,4.0,11,10.221,4.0,15.2,12.0,18.696825,3,5,19,34.48,1.12,4.67,0.36854999999999993,0.974,19,31
3,Small,18,6,4.0,7,9.839,4.0,15.2,12.0,2.426175,1,5,17,43.59,1.11,4.62,0.40905,0.98,19,28
1,Small,18,9,4.0,11,7.416,4.0,15.2,12.0,3.42945,2,8,17,29.82,2.96,4.62,0.4536000000000001,0.989,19,27
5,Small,20,8,4.0,3,9.202,4.0,15.2,12.0,19.434825,3,6,9,12.68,1.07,4.79,0.405,0.929,22,28
4,Truck,21,9,17.5,3,13.672,17.5,66.5,52.5,3.42945,3,8,20,32.54,2.31,4.74,0.3888,0.987,22,30
1,Sedan,21,9,6.0,3,10.028,6.0,22.8,18.0,2.426175,3,4,8,11.8,2.36,4.64,0.39285000000000003,0.965,21,30
4,Small,17,7,5.0,11,12.824,4.0,15.2,11.0,1.33605,2,5,7,19.09,2.82,4.64,0.4455,0.982,21,27
5,Small,19,7,5.0,11,12.315,4.0,15.2,11.0,18.696825,2,6,18,11.85,1.4,4.64,0.50625,0.942,22,31
1,Small,20,9,4.0,11,9.56,4.0,15.2,12.0,1.33605,1,4,8,40.72,3.5,4.63,0.43335,0.993,20,29
5,SUV,17,6,13.5,3,8.917,13.5,51.3,40.5,5.4774,2,3,5,33.5,3.25,4.76,0.4697999999999992,0.991,19,28
2,Small,17,8,4.0,11,4.377,4.0,15.2,12.0,18.696825,1,7,16,12.46,2.96,4.74,0.48195,0.973,21,30
3,Truck,18,7,17.5,3,13.048,17.5,66.5,52.5,1.33605,3,6,17,20.13,1.0,4.66,0.405,0.952,23,30
2,SUV,19,8,13.5,3,7.262,13.5,51.3,40.5,19.434825,1,4,7,41.53,1.65,4.63,0.4212,0.986,21,31
1,Sedan,20,8,8.0,11,17.638,6.0,22.8,16.0,18.696825,2,7,9,28.62,3.26,4.7,0.49815,0.989,20,28
3,Truck,21,9,17.5,7,7.223,17.5,66.5,52.5,2.426175,2,21,23,21.97,0.81,4.67,0.44955,0.945,19,27
5,Sedan,17,10,6.0,3,7.456,6.0,22.8,18.0,0.685125,1,1,9,35.35,3.42,4.65,0.47384999999999916,0.992,23,30
3,Small,17,9,4.0,7,8.872,4.0,15.2,12.0,18.696825,2,17,23,25.7,3.22,4.7,0.38475,0.988,19,30
4,SUV,19,9,13.5,7,14.345,13.5,51.3,40.5,5.4774,3,6,9,34.42,3.3,4.67,0.44145,0.991,23,31
5,Sedan,17,7,6.0,11,4.765,6.0,22.8,18.0,3.42945,3,6,16,17.06,0.74,4.69,0.39690000000000003,0.924,21,29
3,SUV,19,9,13.5,3,12.662,13.5,51.3,40.5,1.33605,3,19,23,29.15,0.87,4.63,0.405,0.961,23,31
5,SUV,19,8,13.5,7,4.92,13.5,51.3,40.5,18.696825,3,1,7,21.06,2.28,4.74,0.3888,0.979,22,29
3,Sedan,17,10,6.0,3,8.749,6.0,22.8,18.0,13.009950000000002,1,3,9,20.64,1.21,4.78,0.48195,0.961,23,30
5,SUV,19,11,13.5,11,9.623,13.5,51.3,40.5,5.4774,2,3,10,23.91,1.05,4.8,0.47790000000000005,0.961,19,27
1,Small,19,10,4.0,7,8.397,4.0,15.2,12.0,2.426175,3,9,18,38.61,2.92,4.61,0.49815,0.991,22,29
1,Small,21,7,4.0,3,10.61,4.0,15.2,12.0,1.33605,1,5,6,29.0,0.6,4.67,0.43335,0.944,20,31
5,Sedan,19,8,6.0,3,12.353,6.0,22.8,18.0,3.42945,2,1,7,31.65,0.75,4.7,0.45764999999999917,0.959,20,27
3,Sedan,17,9,6.0,11,3.766,6.0,22.8,18.0,0.685125,2,3,8,9.43,2.16,4.62,0.40905,0.952,23,27
2,SUV,18,10,13.5,3,10.029,13.5,51.3,40.5,2.426175,3,2,9,8.71,2.19,4.71,0.4293,0.949,20,27
5,Truck,20,9,17.5,7,4.506,17.5,66.5,52.5,3.42945,1,8,19,12.56,2.06,4.79,0.41715,0.962,20,28
2,Small,19,9,4.0,3,10.514,4.0,15.2,12.0,2.426175,2,8,18,28.03,2.34,4.63,0.41715,0.985,21,31
4,Sedan,18,10,6.0,11,8.718,6.0,22.8,18.0,5.4774,1,8,9,17.36,2.9,4.6,0.39285000000000003,0.98,20,28
5,Small,19,8,5.0,11,12.745,4.0,15.2,11.0,5.4774,3,7,18,44.75,2.72,4.76,0.48600000000000004,0.992,20,28
1,Small,17,8,4.0,3,7.234,4.0,15.2,12.0,2.426175,3,7,16,13.93,2.9,4.71,0.43335,0.976,22,27
2,SUV,18,7,13.5,3,7.982,13.5,51.3,40.5,2.426175,2,18,23,38.94,1.92,4.74,0.47790000000000005,0.987,20,30
4,Sedan,18,8,6.0,11,13.865,6.0,22.8,18.0,2.426175,3,7,17,49.92,3.04,4.8,0.44955,0.993,23,28
3,Sedan,17,10,7.0,7,15.934,6.0,22.8,17.0,2.426175,1,17,23,41.16,3.32,4.77,0.44955,0.993,21,31
2,Sedan,19,8,6.0,3,3.948,6.0,22.8,18.0,5.4774,1,6,7,6.97,1.28,4.69,0.37259999999999993,0.894,21,31
5,Truck,16,7,17.5,7,8.769,17.5,66.5,52.5,18.696825,3,3,6,7.0,3.01,4.64,0.44955,0.954,23,29
4,Truck,19,10,17.5,7,17.863,17.5,66.5,52.5,18.696825,3,1,9,17.78,1.64,4.62,0.4455,0.966,23,27
2,Small,18,9,4.0,3,6.719,4.0,15.2,12.0,5.4774,2,6,8,25.99,3.22,4.74,0.49005,0.988,21,30
5,SUV,17,6,13.5,7,6.617,13.5,51.3,40.5,2.426175,3,5,16,24.35,1.79,4.65,0.4536000000000001,0.977,21,28
1,Sedan,19,11,6.0,3,11.398,6.0,22.8,18.0,5.4774,1,19,23,6.95,1.3,4.67,0.39285000000000003,0.895,23,28
2,SUV,20,7,13.5,11,11.703,13.5,51.3,40.5,2.426175,1,20,23,48.24,1.35,4.78,0.4697999999999992,0.985,23,27
3,Small,20,10,4.0,3,3.203,4.0,15.2,12.0,0.685125,1,8,9,35.48,1.01,4.63,0.4616999999999992,0.972,21,28
2,Truck,19,9,17.5,11,11.375,17.5,66.5,52.5,19.434825,3,2,8,7.88,3.17,4.77,0.4131,0.961,19,29
1,Sedan,22,8,6.0,7,8.281,6.0,22.8,18.0,0.685125,3,7,21,42.78,1.74,4.64,0.36854999999999993,0.987,21,27
3,Sedan,19,10,6.0,7,14.734,6.0,22.8,18.0,1.33605,3,19,23,44.13,1.96,4.71,0.36854999999999993,0.989,21,28
1,Small,17,7,4.0,11,11.138,4.0,15.2,12.0,5.4774,1,6,7,9.85,1.02,4.62,0.39285000000000003,0.905,21,28
1,Small,18,7,5.0,3,12.977,4.0,15.2,11.0,1.33605,3,1,6,31.02,2.06,4.72,0.38475,0.984,23,28
4,Sedan,19,8,6.0,11,11.914,6.0,22.8,18.0,2.426175,2,7,18,19.69,3.2,4.71,0.49005,0.984,21,27
4,Truck,20,11,17.5,11,12.708,17.5,66.5,52.5,0.685125,3,9,12,18.28,1.22,4.71,0.4697999999999992,0.956,21,27
2,Small,22,7,5.0,3,13.395,4.0,15.2,11.0,18.696825,2,3,6,25.81,2.99,4.64,0.48195,0.987,21,29
2,Small,16,8,6.0,11,15.399,4.0,15.2,10.0,19.434825,1,7,15,48.06,1.05,4.64,0.38475,0.98,19,31
1,SUV,20,10,13.5,7,9.068,13.5,51.3,40.5,1.33605,3,9,19,16.72,1.43,4.67,0.39690000000000003,0.959,23,29
1,Sedan,16,8,6.0,11,14.09,6.0,22.8,18.0,5.4774,1,16,23,7.03,0.97,4.8,0.44955,0.864,23,30
1,Sedan,19,9,6.0,7,8.639,6.0,22.8,18.0,5.4774,3,2,8,23.73,2.15,4.69,0.405,0.981,22,28
4,Sedan,17,8,6.0,3,12.948,6.0,22.8,18.0,18.696825,3,7,10,22.98,1.76,4.73,0.4212,0.976,20,28
2,Sedan,19,10,6.0,7,14.905,6.0,22.8,18.0,2.426175,1,9,18,14.64,0.65,4.68,0.4536000000000001,0.9,22,28
2,Truck,17,8,17.5,11,8.523,17.5,66.5,52.5,2.426175,2,17,23,39.78,2.01,4.77,0.4293,0.988,22,31
1,Small,21,9,4.0,3,6.958,4.0,15.2,12.0,13.009950000000002,3,8,20,27.78,1.3,4.76,0.48600000000000004,0.973,19,29
2,Small,17,8,4.0,7,6.949,4.0,15.2,12.0,19.434825,1,7,16,35.18,1.21,4.79,0.4455,0.977,19,31
5,Sedan,18,7,6.0,11,12.626,6.0,22.8,18.0,13.009950000000002,2,18,23,33.71,1.12,4.79,0.4455,0.974,22,27
3,Sedan,18,9,6.0,11,5.967,6.0,22.8,18.0,2.426175,2,4,8,21.29,1.46,4.78,0.41715,0.968,20,30
5,SUV,16,6,13.5,11,7.683,13.5,51.3,40.5,18.696825,1,16,23,25.23,2.33,4.72,0.36449999999999994,0.983,23,27
