NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads,SL_cycle,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
1,Sedan,19,9,6.0,7,11.68,6.0,22.8,18.0,1.33605,3,19,23,38.55,0.96,4.75,0.44955,0.973,19,30
4,Sedan,18,9,6.0,7,11.493,6.0,22.8,18.0,5.4774,3,7,17,19.66,1.22,4.67,0.49005,0.959,20,30
2,Sedan,19,11,6.0,11,6.206,6.0,22.8,18.0,5.4774,1,5,9,11.46,0.64,4.73,0.46574999999999916,0.873,19,31
2,SUV,17,9,13.5,7,7.422,13.5,51.3,40.5,5.4774,2,17,23,48.89,3.08,4.62,0.3807,0.993,19,27
2,Sedan,19,11,6.0,11,14.788,6.0,22.8,18.0,3.42945,2,19,23,49.31,1.2,4.72,0.4616999999999992,0.983,19,28
5,Small,16,11,4.0,7,11.054,4.0,15.2,12.0,3.42945,3,5,9,10.46,2.91,4.69,0.45764999999999917,0.968,22,30
5,SUV,19,9,13.5,3,8.95,13.5,51.3,40.5,5.4774,2,6,8,8.06,1.88,4.63,0.49815,0.936,22,29
1,Sedan,21,9,6.0,11,9.698,6.0,22.8,18.0,1.33605,2,21,23,25.49,0.89,4.63,0.44145,0.957,20,27
3,Truck,17,9,17.5,3,10.287,17.5,66.5,52.5,3.42945,1,17,23,7.74,0.95,4.61,0.48600000000000004,0.873,22,31
2,Sedan,22,9,6.0,11,14.248,6.0,22.8,18.0,19.434825,1,22,23,31.12,1.3,4.8,0.4212,0.976,22,30
5,Small,18,10,4.0,11,11.747,4.0,15.2,12.0,0.685125,1,18,23,29.35,0.96,4.63,0.42524999999999996,0.965,19,28
4,Sedan,19,9,6.0,11,8.657,6.0,22.8,18.0,18.696825,1,7,18,18.86,2.2,4.66,0.47790000000000005,0.976,19,29
1,SUV,18,10,13.5,3,11.814,13.5,51.3,40.5,13.009950000000002,2,18,23,43.41,1.91,4.72,0.37664999999999993,0.988,21,28
2,SUV,18,11,13.5,3,11.709,13.5,51.3,40.5,2.426175,2,9,17,9.62,2.96,4.77,0.48195,0.965,22,27
1,Small,19,10,4.0,11,9.45,4.0,15.2,12.0,0.685125,1,8,18,12.6,3.15,4.75,0.44145,0.975,22,30
5,SUV,18,9,13.5,3,13.081,13.5,51.3,40.5,13.009950000000002,3,7,17,44.77,1.83,4.79,0.49005,0.988,23,27
4,SUV,17,9,13.5,11,14.104,13.5,51.3,40.5,19.434825,2,17,23,9.72,1.85,4.75,0.4455,0.946,22,27
4,Small,18,8,4.0,3,10.127,4.0,15.2,12.0,5.4774,1,1,6,36.31,2.81,4.74,0.49410000000000004,0.99,23,30
1,Truck,17,8,17.5,3,10.649,17.5,66.5,52.5,2.426175,2,6,16,25.38,2.11,4.72,0.42524999999999996,0.981,20,28
5,Sedan,22,8,6.0,7,11.03,6.0,22.8,18.0,0.685125,2,4,6,19.57,2.38,4.63,0.405,0.979,22,31
2,Small,19,7,6.0,3,14.736,4.0,15.2,10.0,5.4774,1,19,23,13.04,1.9,4.74,0.43335,0.96,21,28
2,Truck,20,9,17.5,11,10.821,17.5,66.5,52.5,0.685125,3,6,9,45.77,2.74,4.77,0.4536000000000001,0.992,23,31
1,SUV,20,9,13.5,11,16.675,13.5,51.3,40.5,3.42945,2,7,19,18.0,2.23,4.75,0.49005,0.975,20,27
3,SUV,18,8,13.5,7,15.245,13.5,51.3,40.5,19.434825,2,3,6,45.29,1.34,4.67,0.4536000000000001,0.984,22,31
3,Small,17,11,4.0,7,11.327,4.0,15.2,12.0,13.009950000000002,3,9,16,42.58,2.87,4.74,0.4131,0.992,20,29
5,Sedan,18,10,6.0,11,14.325,6.0,22.8,18.0,0.685125,1,8,17,10.98,2.66,4.61,0.40095000000000003,0.966,21,27
4,Small,20,10,4.0,3,11.631,4.0,15.2,12.0,19.434825,3,7,10,23.53,2.9,4.8,0.46574999999999916,0.985,20,31
4,Sedan,18,10,6.0,7,11.138,6.0,22.8,18.0,0.685125,1,8,17,20.88,0.9,4.77,0.48195,0.948,23,28
4,Small,19,8,6.0,7,15.782,4.0,15.2,10.0,5.4774,2,6,18,40.63,2.52,4.73,0.41715,0.99,20,31
5,Truck,19,10,17.5,3,13.307,17.5,66.5,52.5,5.4774,3,6,9,19.61,1.94,4.72,0.43335,0.974,19,31
1,Sedan,18,7,6.0,11,6.319,6.0,22.8,18.0,2.426175,3,5,17,32.99,2.3,4.71,0.49410000000000004,0.987,19,27
1,Small,18,10,4.0,3,4.154,4.0,15.2,12.0,0.685125,3,5,8,42.18,0.81,4.67,0.4536000000000001,0.971,21,31
4,Small,18,9,4.0,11,8.35,4.0,15.2,12.0,3.42945,3,18,23,34.84,2.72,4.6,0.36854999999999993,0.99,23,31
2,Small,16,9,4.0,3,8.261,4.0,15.2,12.0,18.696825,3,3,7,39.47,3.48,4.61,0.44145,0.993,20,27
4,Sedan,19,11,6.0,7,12.737,6.0,22.8,18.0,13.009950000000002,2,19,23,29.25,2.01,4.8,0.4616999999999992,0.983,23,30
2,Small,20,8,6.0,7,15.915,4.0,15.2,10.0,18.696825,1,4,6,26.18,1.38,4.75,0.45764999999999917,0.973,20,31
1,Sedan,18,12,6.0,3,11.366,6.0,22.8,18.0,1.33605,1,10,17,44.95,1.74,4.63,0.4212,0.987,22,28
2,Sedan,20,8,6.0,11,7.689,6.0,22.8,18.0,18.696825,3,20,23,13.02,1.43,4.64,0.40095000000000003,0.948,20,29
2,SUV,18,10,13.5,11,12.785,13.5,51.3,40.5,1.33605,2,18,23,46.54,0.68,4.68,0.38475,0.969,22,30
2,Truck,21,11,17.5,3,14.481,17.5,66.5,52.5,13.009950000000002,3,9,20,31.98,1.21,4.68,0.4455,0.974,19,31
3,Sedan,18,9,6.0,11,3.403,6.0,22.8,18.0,3.42945,2,18,23,36.61,0.51,4.67,0.48600000000000004,0.948,21,30
1,Small,17,12,4.0,3,2.898,4.0,15.2,12.0,19.434825,2,17,23,35.72,3.06,4.76,0.43335,0.991,23,31
1,Truck,17,7,17.5,7,11.219,17.5,66.5,52.5,3.42945,2,5,16,7.93,1.83,4.73,0.4616999999999992,0.933,19,28
4,SUV,21,9,13.5,3,16.381,13.5,51.3,40.5,18.696825,2,7,20,20.98,3.21,4.68,0.50625,0.985,23,30
1,Truck,17,9,17.5,7,14.06,17.5,66.5,52.5,2.426175,3,7,16,29.65,3.32,4.7,0.49815,0.99,21,27
3,Small,16,11,4.0,3,6.534,4.0,15.2,12.0,19.434825,2,9,15,47.24,1.12,4.73,0.36854999999999993,0.981,20,28
4,SUV,21,7,13.5,3,14.055,13.5,51.3,40.5,5.4774,2,5,20,41.75,1.04,4.6,0.36449999999999994,0.977,19,28
2,SUV,17,11,13.5,11,8.747,13.5,51.3,40.5,5.4774,1,9,10,22.14,0.6,4.79,0.4131,0.927,19,29
1,Sedan,19,10,6.0,11,10.36,6.0,22.8,18.0,13.009950000000002,2,19,23,48.53,1.18,4.63,0.3888,0.983,21,30
3,Small,18,10,4.0,11,6.661,4.0,15.2,12.0,13.009950000000002,2,18,23,39.44,2.93,4.69,0.48195,0.991,21,30
3,Truck,16,11,17.5,7,8.115,17.5,66.5,52.5,3.42945,2,16,23,10.69,2.28,4.67,0.36449999999999994,0.96,19,31
3,Small,17,11,4.0,3,10.204,4.0,15.2,12.0,0.685125,2,9,16,33.95,1.7,4.74,0.36854999999999993,0.983,22,28
2,Small,21,10,7.0,7,19.058,4.0,15.2,9.0,0.685125,3,7,10,42.94,1.43,4.75,0.50625,0.984,19,31
5,Truck,17,10,17.5,3,11.282,17.5,66.5,52.5,5.4774,2,8,16,15.82,3.55,4.77,0.44145,0.982,23,27
4,Truck,19,8,17.5,3,11.57,17.5,66.5,52.5,18.696825,2,2,6,44.36,1.11,4.69,0.40905,0.98,21,28
2,SUV,20,9,13.5,3,9.349,13.5,51.3,40.5,0.685125,1,20,23,28.67,2.55,4.66,0.49815,0.986,19,29
4,SUV,20,9,13.5,3,4.871,13.5,51.3,40.5,18.696825,2,1,7,39.39,1.83,4.62,0.4616999999999992,0.986,23,31
3,Small,16,10,4.0,11,7.206,4.0,15.2,12.0,13.009950000000002,2,8,15,28.42,1.32,4.7,0.3888,0.974,19,27
2,Small,21,10,5.0,7,13.467,4.0,15.2,11.0,5.4774,1,21,23,34.24,1.09,4.61,0.39285000000000003,0.974,22,28
4,Sedan,17,10,6.0,7,5.451,6.0,22.8,18.0,0.685125,1,17,23,48.37,1.43,4.75,0.49005,0.986,20,31
4,Small,22,9,4.0,11,5.561,4.0,15.2,12.0,0.685125,3,7,21,35.45,2.3,4.62,0.38475,0.988,19,30
2,Small,19,10,5.0,7,12.765,4.0,15.2,11.0,19.434825,1,19,23,39.03,2.67,4.79,0.42524999999999996,0.99,20,30
3,Small,20,9,4.0,7,10.394,4.0,15.2,12.0,3.42945,2,7,19,30.12,3.18,4.68,0.47790000000000005,0.99,23,29
3,Sedan,19,8,6.0,3,5.679,6.0,22.8,18.0,3.42945,1,19,23,18.2,3.21,4.61,0.40905,0.983,21,30
2,Small,17,8,4.0,11,8.912,4.0,15.2,12.0,0.685125,2,17,23,12.06,0.55,4.71,0.3888,0.86,20,28
1,Small,18,10,4.0,7,7.5,4.0,15.2,12.0,3.42945,3,8,17,47.71,1.44,4.64,0.44955,0.986,21,30
3,Truck,19,10,17.5,7,12.463,17.5,66.5,52.5,1.33605,3,8,18,47.25,3.56,4.8,0.49005,0.994,21,28
5,Truck,18,10,17.5,3,15.209,17.5,66.5,52.5,2.426175,2,3,8,34.97,1.73,4.79,0.38475,0.984,23,27
2,Sedan,18,11,6.0,3,13.102,6.0,22.8,18.0,0.685125,2,9,17,29.94,3.41,4.62,0.37259999999999993,0.99,21,29
2,SUV,19,9,13.5,3,10.324,13.5,51.3,40.5,19.434825,3,19,23,42.37,1.37,4.71,0.4697999999999992,0.983,20,28
3,Small,20,8,5.0,7,13.758,4.0,15.2,11.0,2.426175,1,20,23,18.11,1.83,4.74,0.44145,0.97,22,31
1,SUV,17,8,13.5,7,11.571,13.5,51.3,40.5,5.4774,1,17,23,44.01,3.22,4.79,0.45764999999999917,0.993,23,29
1,Sedan,16,8,6.0,3,10.805,6.0,22.8,18.0,2.426175,3,6,15,37.73,2.15,4.76,0.40905,0.988,23,29
2,Sedan,20,9,6.0,11,10.706,6.0,22.8,18.0,3.42945,2,7,19,33.94,1.6,4.77,0.41715,0.982,19,29
1,Small,20,9,6.0,3,16.103,4.0,15.2,10.0,1.33605,1,20,23,7.06,2.55,4.79,0.37259999999999993,0.946,19,30
2,SUV,19,8,13.5,7,9.64,13.5,51.3,40.5,13.009950000000002,1,6,18,15.43,2.85,4.65,0.44145,0.978,19,27
1,Small,18,10,5.0,7,14.058,4.0,15.2,11.0,13.009950000000002,3,8,17,46.31,1.74,4.76,0.4455,0.988,22,27
2,Truck,21,9,17.5,11,5.118,17.5,66.5,52.5,0.685125,2,21,23,46.07,1.59,4.63,0.45764999999999917,0.986,19,29
1,Small,21,7,4.0,11,7.909,4.0,15.2,12.0,2.426175,3,5,8,21.01,1.89,4.72,0.40905,0.975,22,29
2,SUV,18,9,13.5,7,12.402,13.5,51.3,40.5,1.33605,3,7,17,19.48,1.54,4.65,0.3807,0.967,19,31
4,Truck,21,9,17.5,3,14.395,17.5,66.5,52.5,0.685125,3,6,9,34.68,1.82,4.63,0.4455,0.984,21,28
4,SUV,17,9,13.5,3,13.347,13.5,51.3,40.5,3.42945,1,7,16,17.84,2.38,4.61,0.42524999999999996,0.977,20,31
2,Sedan,16,10,6.0,11,7.837,6.0,22.8,18.0,3.42945,1,16,23,10.09,0.68,4.7,0.36854999999999993,0.864,21,30
1,Small,20,11,5.0,7,13.434,4.0,15.2,11.0,3.42945,3,5,9,42.93,3.03,4.62,0.4374,0.992,22,27
4,Small,17,9,4.0,7,10.722,4.0,15.2,12.0,1.33605,2,7,16,38.14,2.32,4.64,0.39285000000000003,0.989,21,31
3,Small,17,8,5.0,11,12.866,4.0,15.2,11.0,18.696825,2,1,6,34.2,2.1,4.8,0.39690000000000003,0.986,21,31
5,Small,21,9,4.0,7,3.985,4.0,15.2,12.0,5.4774,1,7,20,25.37,0.69,4.73,0.40905,0.944,19,30
1,Sedan,17,12,6.0,3,14.371,6.0,22.8,18.0,3.42945,2,10,16,15.55,3.06,4.62,0.37664999999999993,0.979,21,30
5,Sedan,19,8,6.0,11,9.631,6.0,22.8,18.0,0.685125,1,6,18,38.12,3.24,4.73,0.48195,0.992,22,27
4,Small,18,10,4.0,3,7.033,4.0,15.2,12.0,0.685125,3,18,23,37.47,0.92,4.6,0.4697999999999992,0.971,21,28
5,SUV,18,9,13.5,7,8.704,13.5,51.3,40.5,2.426175,1,18,23,49.76,1.48,4.72,0.4374,0.987,23,28
5,Truck,19,9,17.5,11,11.54,17.5,66.5,52.5,5.4774,1,19,23,10.69,0.64,4.63,0.44955,0.864,20,29
3,Sedan,20,9,6.0,7,9.896,6.0,22.8,18.0,0.685125,3,20,23,19.94,1.09,4.71,0.4131,0.955,19,29
5,Sedan,20,11,6.0,3,7.995,6.0,22.8,18.0,0.685125,1,20,23,36.77,1.34,4.66,0.39690000000000003,0.98,22,27
1,Small,18,9,4.0,11,8.06,4.0,15.2,12.0,2.426175,1,7,17,8.09,2.94,4.71,0.45764999999999917,0.959,21,27
2,SUV,17,8,13.5,7,4.161,13.5,51.3,40.5,0.685125,1,6,16,41.22,2.12,4.67,0.49815,0.989,21,27
5,Small,19,10,5.0,11,13.285,4.0,15.2,11.0,1.33605,1,19,23,12.72,2.32,4.63,0.40095000000000003,0.967,23,31
3,Small,17,11,5.0,7,13.914,4.0,15.2,11.0,0.685125,2,9,16,25.21,0.76,4.67,0.40905,0.949,19,28
5,Small,21,9,6.0,7,15.624,4.0,15.2,10.0,1.33605,1,21,23,28.43,1.14,4.64,0.44145,0.97,21,28
1,Sedan,18,10,6.0,3,3.426,6.0,22.8,18.0,19.434825,3,18,23,16.26,1.97,4.72,0.4697999999999992,0.969,22,31
1,Small,18,9,4.0,11,5.936,4.0,15.2,12.0,1.33605,2,7,17,46.26,0.92,4.67,0.3807,0.977,20,29
5,SUV,17,10,13.5,3,4.06,13.5,51.3,40.5,5.4774,2,6,8,48.43,2.28,4.74,0.37259999999999993,0.991,21,28
1,SUV,18,10,13.5,7,13.654,13.5,51.3,40.5,13.009950000000002,2,3,8,45.35,1.54,4.79,0.3807,0.986,23,27
3,Sedan,18,9,7.0,3,15.766,6.0,22.8,17.0,1.33605,2,7,17,17.36,1.03,4.64,0.47384999999999916,0.946,22,30
2,Small,20,11,4.0,3,4.517,4.0,15.2,12.0,18.696825,1,9,19,45.09,2.2,4.71,0.39285000000000003,0.99,23,27
3,SUV,19,10,13.5,7,13.417,13.5,51.3,40.5,0.685125,3,8,18,14.01,3.46,4.75,0.405,0.98,22,31
2,SUV,18,8,13.5,7,12.751,13.5,51.3,40.5,13.009950000000002,2,2,6,48.97,1.5,4.78,0.5022000000000001,0.986,22,28
1,SUV,19,9,13.5,11,6.885,13.5,51.3,40.5,2.426175,1,19,23,11.08,1.82,4.64,0.49005,0.952,20,31
2,Sedan,19,12,6.0,7,14.482,6.0,22.8,18.0,1.33605,2,10,18,23.65,3.5,4.78,0.43335,0.988,20,27
5,Truck,22,10,17.5,3,14.855,17.5,66.5,52.5,19.434825,2,3,8,25.12,2.78,4.77,0.49815,0.986,20,30
4,Small,19,9,4.0,3,9.817,4.0,15.2,12.0,5.4774,1,7,18,22.26,0.61,4.67,0.50625,0.929,22,29
5,Small,17,10,4.0,11,3.344,4.0,15.2,12.0,3.42945,2,17,23,35.64,3.01,4.67,0.45764999999999917,0.991,19,28
2,Small,19,9,5.0,7,12.75,4.0,15.2,11.0,0.685125,1,19,23,49.51,1.51,4.76,0.3888,0.987,22,29
2,SUV,16,10,13.5,7,9.791,13.5,51.3,40.5,1.33605,2,16,23,44.8,0.5,4.72,0.49410000000000004,0.956,22,28
5,Small,17,9,4.0,11,9.49,4.0,15.2,12.0,18.696825,2,7,16,17.06,2.6,4.68,0.39285000000000003,0.978,22,28
2,Small,19,7,4.0,11,6.908,4.0,15.2,12.0,18.696825,2,5,18,24.14,0.93,4.69,0.38475,0.956,20,28
5,SUV,16,7,13.5,7,14.452,13.5,51.3,40.5,19.434825,3,16,23,6.71,3.32,4.71,0.42524999999999996,0.956,19,30
4,SUV,20,11,13.5,3,8.748,13.5,51.3,40.5,2.426175,1,9,19,23.01,1.49,4.75,0.4212,0.971,20,27
2,Small,21,12,4.0,11,6.067,4.0,15.2,12.0,5.4774,2,21,23,8.19,2.86,4.74,0.36449999999999994,0.958,23,31
3,Small,20,9,4.0,11,6.8,4.0,15.2,12.0,2.426175,3,7,10,9.64,2.26,4.63,0.48600000000000004,0.955,21,30
2,Sedan,17,7,6.0,3,9.854,6.0,22.8,18.0,13.009950000000002,3,17,23,30.03,1.46,4.74,0.4212,0.977,22,27
2,Sedan,18,8,6.0,7,9.383,6.0,22.8,18.0,19.434825,1,2,6,33.75,0.56,4.7,0.44145,0.948,22,27
4,Small,16,8,4.0,7,6.163,4.0,15.2,12.0,2.426175,1,4,6,25.89,1.64,4.77,0.405,0.977,19,29
4,Small,19,9,5.0,11,11.962,4.0,15.2,11.0,2.426175,1,19,23,27.58,2.6,4.62,0.36854999999999993,0.986,20,31
1,SUV,16,8,13.5,3,10.762,13.5,51.3,40.5,18.696825,3,16,23,39.55,0.58,4.69,0.45764999999999917,0.957,23,30
3,Small,18,8,4.0,11,10.374,4.0,15.2,12.0,5.4774,1,6,17,32.44,0.53,4.72,0.405,0.943,23,30
5,Small,19,11,4.0,11,8.886,4.0,15.2,12.0,19.434825,3,19,23,29.73,2.95,4.75,0.39690000000000003,0.989,20,30
2,Truck,21,9,17.5,11,4.544,17.5,66.5,52.5,2.426175,3,7,20,9.91,3.46,4.74,0.47790000000000005,0.971,21,31
4,Small,19,9,4.0,7,7.6,4.0,15.2,12.0,2.426175,1,7,18,7.0,1.02,4.7,0.36854999999999993,0.869,23,29
3,SUV,18,8,13.5,7,8.289,13.5,51.3,40.5,19.434825,3,18,23,48.96,0.54,4.68,0.36854999999999993,0.963,22,30
1,Truck,21,10,17.5,7,14.521,17.5,66.5,52.5,13.009950000000002,3,8,20,24.99,1.37,4.72,0.49005,0.971,20,27
4,SUV,21,10,13.5,7,12.448,13.5,51.3,40.5,0.685125,1,3,8,26.33,3.6,4.79,0.39690000000000003,0.99,21,27
5,SUV,20,8,13.5,3,10.7,13.5,51.3,40.5,1.33605,1,20,23,42.31,1.95,4.6,0.3888,0.988,19,28
3,Small,18,9,4.0,3,7.788,4.0,15.2,12.0,19.434825,2,2,7,9.8,3.44,4.68,0.49410000000000004,0.971,23,31
1,Small,16,9,4.0,7,7.435,4.0,15.2,12.0,3.42945,2,16,23,19.93,0.58,4.78,0.405,0.917,19,27
2,SUV,18,8,13.5,3,7.656,13.5,51.3,40.5,19.434825,3,6,17,19.68,2.4,4.67,0.4697999999999992,0.979,22,30
5,Truck,16,8,17.5,11,9.137,17.5,66.5,52.5,3.42945,1,6,15,19.18,2.96,4.78,0.5022000000000001,0.983,20,27
3,Small,17,9,5.0,11,12.46,4.0,15.2,11.0,0.685125,2,2,7,18.16,1.13,4.77,0.49410000000000004,0.952,20,31
