NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads,SL_cycle,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
4,Sedan,18,8,6.0,3,9.443,6.0,22.8,18.0,18.696825,2,18,23,10.0,1.54,4.76,0.485,0.937,19,29
1,SUV,20,9,13.5,7,12.943,13.5,51.3,40.5,2.426175,2,6,19,17.48,0.56,4.65,0.579999999999999,0.903,22,30
3,Small,18,12,4.0,7,8.301,4.0,15.2,12.0,5.4774,2,9,17,8.57,0.69,4.66,0.564999999999999,0.844,19,31
2,Sedan,21,8,6.0,11,9.245,6.0,22.8,18.0,3.42945,3,5,20,45.7,1.21,4.61,0.61,0.982,20,31
4,Small,19,9,4.0,7,6.42,4.0,15.2,12.0,0.685125,3,19,23,28.25,1.22,4.66,0.535,0.971,21,29
1,Sedan,21,10,6.0,3,9.821,6.0,22.8,18.0,18.696825,1,7,20,28.94,3.08,4.63,0.615,0.989,19,30
3,SUV,19,11,13.5,3,9.44,13.5,51.3,40.5,1.33605,3,1,8,22.07,0.68,4.76,0.535,0.936,22,30
5,Sedan,20,11,6.0,7,11.322,6.0,22.8,18.0,0.685125,3,7,10,42.62,0.69,4.75,0.495,0.967,22,31
2,Small,16,10,4.0,7,8.231,4.0,15.2,12.0,3.42945,1,16,23,9.13,0.57,4.68,0.51,0.825,20,30
2,Truck,17,9,17.5,7,17.536,17.5,66.5,52.5,3.42945,3,17,23,31.37,1.03,4.69,0.54,0.97,20,27
5,SUV,17,13,13.5,7,8.806,13.5,51.3,40.5,0.685125,1,10,16,37.09,2.35,4.77,0.525,0.989,21,28
5,Sedan,17,8,6.0,3,7.518,6.0,22.8,18.0,3.42945,2,17,23,34.73,0.62,4.71,0.48,0.955,21,28
2,Sedan,17,10,6.0,3,12.087,6.0,22.8,18.0,13.009950000000002,2,17,23,36.03,1.87,4.66,0.45499999999999996,0.985,21,28
5,Sedan,18,11,6.0,3,12.529,6.0,22.8,18.0,18.696825,2,5,8,45.57,1.38,4.64,0.55,0.984,22,29
2,Small,20,12,4.0,3,11.477,4.0,15.2,12.0,19.434825,2,20,23,46.61,1.37,4.73,0.564999999999999,0.984,20,31
2,Small,19,9,4.0,3,5.79,4.0,15.2,12.0,3.42945,2,4,6,45.99,2.32,4.73,0.56,0.991,19,28
3,Small,19,9,5.0,7,12.259,4.0,15.2,11.0,18.696825,2,2,6,7.74,1.02,4.74,0.53,0.881,22,31
5,Sedan,18,9,6.0,7,5.828,6.0,22.8,18.0,2.426175,3,18,23,39.0,3.36,4.76,0.45999999999999996,0.992,21,28
5,Sedan,17,11,6.0,7,3.131,6.0,22.8,18.0,18.696825,3,8,16,32.83,3.05,4.77,0.574999999999999,0.99,19,28
5,Small,20,9,4.0,7,6.555,4.0,15.2,12.0,19.434825,2,4,6,36.43,2.81,4.68,0.569999999999999,0.99,22,29
1,Small,17,12,4.0,7,7.247,4.0,15.2,12.0,0.685125,2,17,23,37.21,1.36,4.65,0.45499999999999996,0.98,20,29
4,Sedan,19,9,6.0,3,11.076,6.0,22.8,18.0,19.434825,2,5,7,33.06,2.8,4.65,0.54,0.989,19,30
3,SUV,18,13,13.5,3,9.838,13.5,51.3,40.5,19.434825,3,18,23,28.73,1.38,4.65,0.55,0.975,19,31
4,SUV,17,9,13.5,7,15.93,13.5,51.3,40.5,2.426175,3,6,16,13.33,1.03,4.72,0.49,0.93,21,28
2,Small,19,10,5.0,11,12.328,4.0,15.2,11.0,0.685125,1,1,7,13.08,2.63,4.67,0.545,0.971,22,27
2,Small,18,10,5.0,3,13.758,4.0,15.2,11.0,19.434825,3,18,23,12.73,0.57,4.6,0.584999999999999,0.871,20,30
4,Sedan,17,12,6.0,11,4.214,6.0,22.8,18.0,1.33605,1,7,9,43.54,1.06,4.69,0.49,0.979,21,31
2,Small,18,10,4.0,11,8.363,4.0,15.2,12.0,19.434825,1,2,7,20.95,1.16,4.61,0.59,0.96,20,28
4,SUV,16,9,13.5,3,3.087,13.5,51.3,40.5,19.434825,1,6,15,36.54,1.51,4.66,0.49,0.982,20,30
5,Sedan,17,12,6.0,11,7.104,6.0,22.8,18.0,18.696825,2,17,23,27.17,0.67,4.61,0.505,0.947,20,27
1,Truck,16,12,17.5,11,9.524,17.5,66.5,52.5,2.426175,3,6,9,25.4,1.21,4.64,0.52,0.968,20,28
3,Sedan,19,11,6.0,3,5.121,6.0,22.8,18.0,18.696825,3,19,23,34.41,1.94,4.62,0.49,0.985,21,29
3,Small,21,8,6.0,7,14.984,4.0,15.2,10.0,5.4774,1,5,20,45.73,2.35,4.79,0.5,0.991,20,30
3,Sedan,17,8,6.0,7,13.126,6.0,22.8,18.0,0.685125,1,17,23,25.68,1.59,4.75,0.525,0.976,21,28
2,Small,19,10,4.0,11,9.651,4.0,15.2,12.0,3.42945,2,2,7,22.25,0.58,4.61,0.574999999999999,0.925,23,28
5,Small,17,11,5.0,7,12.041,4.0,15.2,11.0,19.434825,3,8,16,27.55,0.99,4.6,0.505,0.964,23,31
4,Sedan,17,13,6.0,11,8.193,6.0,22.8,18.0,18.696825,2,10,16,18.52,3.02,4.73,0.605,0.982,20,29
5,SUV,19,9,13.5,11,10.185,13.5,51.3,40.5,1.33605,2,19,23,29.11,2.55,4.75,0.45999999999999996,0.987,21,29
2,Sedan,17,11,6.0,11,11.834,6.0,22.8,18.0,2.426175,2,8,16,28.62,0.92,4.61,0.595,0.963,22,27
4,Small,17,11,4.0,3,8.384,4.0,15.2,12.0,13.009950000000002,1,17,23,40.75,1.15,4.76,0.574999999999999,0.979,22,28
3,Small,18,11,4.0,3,4.873,4.0,15.2,12.0,2.426175,3,8,17,31.08,2.07,4.64,0.45999999999999996,0.985,22,28
3,Small,19,11,5.0,7,13.309,4.0,15.2,11.0,5.4774,3,6,9,38.33,1.47,4.66,0.579999999999999,0.982,21,29
2,Sedan,17,12,6.0,3,12.394,6.0,22.8,18.0,5.4774,2,9,16,32.1,1.56,4.68,0.62,0.98,22,28
1,Small,19,9,4.0,7,5.746,4.0,15.2,12.0,3.42945,2,6,18,19.29,2.05,4.63,0.51,0.975,22,28
3,Truck,22,12,17.5,7,9.595,17.5,66.5,52.5,2.426175,1,9,21,30.26,2.35,4.8,0.52,0.986,22,29
3,Small,19,12,4.0,11,8.779,4.0,15.2,12.0,5.4774,1,4,9,38.07,0.66,4.67,0.56,0.961,19,27
1,Small,16,8,4.0,7,8.239,4.0,15.2,12.0,1.33605,2,5,15,33.89,3.02,4.79,0.564999999999999,0.99,23,31
5,SUV,19,10,13.5,11,6.627,13.5,51.3,40.5,5.4774,1,5,7,26.85,2.99,4.77,0.59,0.988,23,28
4,Truck,17,9,17.5,7,4.641,17.5,66.5,52.5,18.696825,2,17,23,46.69,0.8,4.61,0.46499999999999997,0.974,20,28
3,Sedan,20,10,6.0,3,13.181,6.0,22.8,18.0,13.009950000000002,2,7,19,25.72,1.66,4.72,0.495,0.977,21,31
4,Sedan,18,11,6.0,11,11.731,6.0,22.8,18.0,2.426175,3,8,11,35.17,1.7,4.66,0.595,0.983,23,31
3,Truck,20,10,17.5,11,13.159,17.5,66.5,52.5,3.42945,1,4,7,15.73,1.07,4.68,0.495,0.942,22,30
2,Small,17,12,5.0,7,14.305,4.0,15.2,11.0,13.009950000000002,3,9,16,43.49,3.32,4.62,0.54,0.993,23,31
4,Small,16,10,7.0,11,18.334,4.0,15.2,9.0,18.696825,1,4,7,23.33,1.87,4.74,0.525,0.977,19,31
3,Small,19,9,4.0,7,7.591,4.0,15.2,12.0,0.685125,1,19,23,39.33,0.77,4.62,0.574999999999999,0.968,21,28
3,Sedan,18,10,6.0,11,9.616,6.0,22.8,18.0,5.4774,2,7,17,18.2,2.99,4.66,0.615,0.982,20,27
1,Small,19,10,4.0,7,10.114,4.0,15.2,12.0,18.696825,3,19,23,33.91,2.98,4.64,0.52,0.99,21,28
5,Small,18,10,4.0,7,2.448,4.0,15.2,12.0,1.33605,2,18,23,23.79,1.11,4.74,0.525,0.963,19,31
1,Sedan,19,9,6.0,11,5.585,6.0,22.8,18.0,18.696825,1,6,18,14.66,2.13,4.74,0.52,0.968,19,27
1,Truck,19,12,17.5,7,11.55,17.5,66.5,52.5,1.33605,2,19,23,39.8,3.18,4.76,0.515,0.992,19,27
5,SUV,21,13,13.5,7,10.649,13.5,51.3,40.5,1.33605,2,10,20,49.74,3.38,4.62,0.45999999999999996,0.994,21,28
5,SUV,19,12,13.5,3,7.939,13.5,51.3,40.5,0.685125,2,4,9,39.98,2.19,4.67,0.505,0.989,22,31
5,Sedan,17,11,6.0,11,13.053,6.0,22.8,18.0,13.009950000000002,2,17,23,33.59,3.31,4.77,0.56,0.991,21,30
1,SUV,18,9,13.5,3,9.204,13.5,51.3,40.5,18.696825,3,2,6,30.76,1.51,4.65,0.525,0.979,21,29
5,Sedan,17,8,6.0,11,7.951,6.0,22.8,18.0,19.434825,2,17,23,9.33,1.5,4.66,0.615,0.931,20,31
1,Small,17,10,4.0,11,8.107,4.0,15.2,12.0,2.426175,1,17,23,39.8,0.93,4.75,0.55,0.973,19,27
2,Small,18,11,6.0,3,15.802,4.0,15.2,10.0,1.33605,3,7,10,46.22,3.3,4.77,0.535,0.993,22,27
4,Small,19,11,4.0,3,6.72,4.0,15.2,12.0,3.42945,3,8,18,28.94,2.38,4.63,0.475,0.986,20,27
3,SUV,20,10,13.5,7,5.853,13.5,51.3,40.5,5.4774,2,4,7,44.75,2.09,4.72,0.525,0.989,22,28
4,Small,19,8,4.0,7,4.336,4.0,15.2,12.0,0.685125,3,5,18,39.94,1.23,4.73,0.62,0.98,20,30
4,Small,19,10,4.0,11,7.887,4.0,15.2,12.0,3.42945,2,7,18,30.06,0.97,4.67,0.579999999999999,0.966,23,31
3,Sedan,17,8,6.0,11,10.076,6.0,22.8,18.0,2.426175,3,5,8,31.09,1.33,4.65,0.45499999999999996,0.976,22,29
3,SUV,18,9,13.5,11,12.643,13.5,51.3,40.5,5.4774,3,18,23,23.65,2.48,4.7,0.545,0.983,21,31
3,Small,20,11,6.0,11,16.431,4.0,15.2,10.0,0.685125,3,6,9,39.53,3.4,4.74,0.61,0.993,21,27
3,Small,18,12,4.0,11,9.291,4.0,15.2,12.0,3.42945,3,9,17,27.12,0.8,4.66,0.62,0.955,21,30
4,Small,18,11,4.0,3,10.359,4.0,15.2,12.0,19.434825,1,1,8,42.38,0.68,4.71,0.595,0.966,21,27
5,Sedan,19,9,6.0,7,7.372,6.0,22.8,18.0,3.42945,3,6,18,31.95,3.59,4.79,0.53,0.991,20,31
2,Small,22,9,4.0,3,10.392,4.0,15.2,12.0,18.696825,1,5,6,40.86,2.33,4.75,0.579999999999999,0.99,19,27
1,Sedan,18,9,7.0,3,15.739,6.0,22.8,17.0,1.33605,2,18,23,45.81,0.5,4.72,0.545,0.957,21,29
1,Truck,20,8,17.5,11,12.765,17.5,66.5,52.5,18.696825,3,5,19,10.43,1.59,4.77,0.59,0.941,22,30
5,Sedan,17,11,6.0,11,11.36,6.0,22.8,18.0,2.426175,3,17,23,23.83,1.67,4.65,0.625,0.975,19,30
5,Small,17,10,4.0,11,10.124,4.0,15.2,12.0,0.685125,1,4,7,35.83,3.41,4.78,0.595,0.992,19,28
3,Small,21,10,4.0,7,4.196,4.0,15.2,12.0,2.426175,1,21,23,36.86,3.02,4.73,0.47,0.991,21,31
2,Small,18,10,4.0,7,10.554,4.0,15.2,12.0,13.009950000000002,1,18,23,41.17,2.59,4.71,0.515,0.991,19,29
2,SUV,18,11,13.5,7,10.099,13.5,51.3,40.5,13.009950000000002,2,8,17,47.04,2.09,4.75,0.475,0.99,19,29
3,Small,20,9,4.0,3,10.494,4.0,15.2,12.0,0.685125,2,6,19,15.3,3.5,4.74,0.625,0.981,21,29
5,Sedan,20,12,7.0,7,16.322,6.0,22.8,17.0,5.4774,2,9,19,18.66,1.79,4.61,0.45999999999999996,0.971,20,30
5,Small,18,9,5.0,7,12.788,4.0,15.2,11.0,19.434825,2,1,6,22.6,2.0,4.7,0.579999999999999,0.978,22,30
2,SUV,16,10,13.5,3,4.518,13.5,51.3,40.5,19.434825,3,16,23,30.48,3.02,4.65,0.515,0.989,21,30
5,Sedan,19,10,6.0,3,7.801,6.0,22.8,18.0,5.4774,1,19,23,21.62,2.68,4.77,0.495,0.983,20,29
1,Truck,17,11,17.5,7,13.064,17.5,66.5,52.5,5.4774,3,8,16,37.69,1.78,4.76,0.475,0.985,19,29
5,Small,17,10,4.0,11,10.01,4.0,15.2,12.0,2.426175,2,17,23,10.73,2.01,4.67,0.475,0.955,20,29
5,SUV,19,9,13.5,11,10.386,13.5,51.3,40.5,3.42945,3,6,18,28.12,2.72,4.72,0.495,0.987,21,27
1,Sedan,19,10,6.0,7,5.919,6.0,22.8,18.0,0.685125,2,5,7,12.52,1.81,4.68,0.535,0.957,23,30
4,Truck,18,8,17.5,3,5.705,17.5,66.5,52.5,19.434825,3,4,7,7.01,0.52,4.65,0.47,0.76,20,28
1,Small,20,12,4.0,11,9.153,4.0,15.2,12.0,19.434825,1,9,19,43.99,3.35,4.69,0.579999999999999,0.993,19,31
3,Sedan,17,9,6.0,7,14.672,6.0,22.8,18.0,5.4774,2,1,6,47.36,1.98,4.68,0.62,0.989,19,28
3,SUV,19,11,13.5,3,5.086,13.5,51.3,40.5,3.42945,1,2,8,34.87,2.23,4.77,0.485,0.987,23,28
5,Small,20,11,4.0,11,5.802,4.0,15.2,12.0,13.009950000000002,3,5,8,39.0,1.84,4.66,0.545,0.986,21,29
1,Small,16,8,4.0,11,9.478,4.0,15.2,12.0,18.696825,2,5,15,20.06,3.24,4.64,0.47,0.985,23,29
3,Truck,18,9,17.5,11,14.421,17.5,66.5,52.5,1.33605,3,6,17,24.89,2.94,4.77,0.485,0.986,20,28
5,SUV,17,9,13.5,11,5.013,13.5,51.3,40.5,19.434825,3,17,23,31.33,3.55,4.6,0.505,0.991,22,27
1,Small,18,10,4.0,3,6.338,4.0,15.2,12.0,0.685125,1,18,23,41.11,3.56,4.63,0.535,0.993,23,30
1,Sedan,16,11,6.0,3,8.558,6.0,22.8,18.0,5.4774,3,3,8,11.73,1.48,4.76,0.615,0.944,20,28
2,Sedan,16,8,6.0,3,3.092,6.0,22.8,18.0,5.4774,1,16,23,19.18,3.12,4.63,0.62,0.983,20,30
1,Small,19,10,5.0,7,12.739,4.0,15.2,11.0,5.4774,3,5,8,46.2,1.21,4.66,0.525,0.982,21,28
5,Sedan,18,11,6.0,7,10.301,6.0,22.8,18.0,5.4774,1,7,8,22.1,3.47,4.65,0.56,0.987,22,27
4,Small,19,11,5.0,7,12.253,4.0,15.2,11.0,19.434825,1,19,23,25.8,0.91,4.63,0.46499999999999997,0.958,19,31
4,Small,16,9,4.0,11,7.729,4.0,15.2,12.0,13.009950000000002,1,16,23,42.04,0.85,4.66,0.52,0.972,19,31
4,Small,17,9,4.0,3,10.334,4.0,15.2,12.0,19.434825,3,5,8,24.43,1.47,4.73,0.569999999999999,0.973,22,27
1,Small,17,12,4.0,11,10.4,4.0,15.2,12.0,1.33605,3,17,23,30.91,1.32,4.8,0.569999999999999,0.976,21,31
2,Small,20,8,4.0,7,9.939,4.0,15.2,12.0,13.009950000000002,2,2,5,47.46,3.14,4.78,0.569999999999999,0.993,23,28
2,SUV,20,9,13.5,7,7.97,13.5,51.3,40.5,3.42945,2,4,6,23.47,1.62,4.71,0.555,0.974,19,29
5,Truck,19,9,17.5,3,16.118,17.5,66.5,52.5,0.685125,3,6,18,17.65,0.51,4.62,0.625,0.895,22,31
3,Sedan,20,10,6.0,3,8.321,6.0,22.8,18.0,19.434825,2,20,23,44.63,1.53,4.77,0.49,0.985,23,31
1,Small,21,10,9.0,11,22.591,4.0,15.2,7.0,2.426175,3,7,10,13.99,3.17,4.72,0.46499999999999997,0.978,22,29
2,Truck,17,12,17.5,3,12.088,17.5,66.5,52.5,19.434825,2,1,9,41.32,3.11,4.74,0.5,0.992,23,31
3,Small,19,11,4.0,7,10.541,4.0,15.2,12.0,5.4774,1,19,23,19.52,2.64,4.61,0.45499999999999996,0.981,23,30
5,Small,17,11,4.0,7,6.165,4.0,15.2,12.0,19.434825,1,17,23,10.55,2.67,4.68,0.54,0.965,20,31
