NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads,SL_cycle,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
5,Sedan,19,10,6.0,3,9.627,6.0,22.8,18.0,18.696825,1,8,18,24.79,2.71,4.71,0.40095000000000003,0.985,21,30
2,Sedan,17,9,6.0,3,13.731,6.0,22.8,18.0,3.42945,1,7,16,33.26,1.96,4.6,0.405,0.985,19,30
5,Sedan,20,9,6.0,11,7.486,6.0,22.8,18.0,13.009950000000002,2,7,19,45.89,2.98,4.68,0.3807,0.993,19,31
1,SUV,18,10,13.5,7,10.188,13.5,51.3,40.5,19.434825,1,8,17,34.49,1.01,4.7,0.48600000000000004,0.972,22,31
2,Small,16,8,4.0,11,4.993,4.0,15.2,12.0,0.685125,2,16,23,47.83,2.96,4.67,0.38475,0.993,22,28
3,Small,16,11,4.0,3,9.119,4.0,15.2,12.0,3.42945,1,8,9,34.64,0.82,4.67,0.39285000000000003,0.965,20,27
5,Small,19,9,5.0,7,12.691,4.0,15.2,11.0,5.4774,1,19,23,21.62,1.13,4.79,0.40905,0.96,21,27
5,SUV,20,7,13.5,11,10.692,13.5,51.3,40.5,2.426175,2,1,5,16.7,1.43,4.71,0.4455,0.959,23,31
1,Small,16,9,5.0,11,12.464,4.0,15.2,11.0,2.426175,3,7,15,12.67,1.14,4.76,0.4374,0.933,20,28
4,Truck,17,10,17.5,3,12.158,17.5,66.5,52.5,0.685125,1,8,16,32.23,2.99,4.75,0.4131,0.99,19,28
2,Small,18,10,4.0,11,1.112,4.0,15.2,12.0,0.685125,2,18,23,16.28,1.33,4.74,0.405,0.955,20,29
3,SUV,19,9,13.5,7,7.049,13.5,51.3,40.5,2.426175,2,19,23,37.22,2.29,4.69,0.4616999999999992,0.988,20,29
2,Small,19,9,4.0,7,8.789,4.0,15.2,12.0,0.685125,2,19,23,42.61,1.83,4.63,0.405,0.987,22,30
4,Small,19,10,4.0,11,9.929,4.0,15.2,12.0,3.42945,2,19,23,40.08,1.34,4.64,0.49005,0.982,23,28
5,Small,18,8,4.0,3,4.168,4.0,15.2,12.0,19.434825,1,18,23,22.01,2.14,4.8,0.48600000000000004,0.979,22,28
3,Truck,18,7,17.5,11,5.052,17.5,66.5,52.5,2.426175,2,5,17,28.04,0.51,4.79,0.44145,0.932,19,31
3,Sedan,17,9,6.0,11,7.709,6.0,22.8,18.0,2.426175,3,17,23,13.96,2.4,4.63,0.3807,0.971,19,31
5,Small,20,9,4.0,11,11.81,4.0,15.2,12.0,19.434825,1,1,7,31.83,3.46,4.61,0.4455,0.991,23,31
2,Small,18,11,4.0,7,6.979,4.0,15.2,12.0,1.33605,1,18,23,18.02,1.24,4.73,0.5022000000000001,0.956,21,30
2,Sedan,18,11,6.0,3,14.272,6.0,22.8,18.0,19.434825,1,7,9,21.03,0.6,4.69,0.48195,0.924,22,28
1,Small,16,9,4.0,3,8.254,4.0,15.2,12.0,19.434825,3,16,23,9.39,2.08,4.74,0.405,0.95,19,29
2,SUV,18,10,13.5,7,9.599,13.5,51.3,40.5,19.434825,3,8,17,42.66,0.76,4.63,0.49410000000000004,0.97,19,27
1,Small,17,12,4.0,7,8.455,4.0,15.2,12.0,19.434825,3,10,16,41.34,2.74,4.7,0.4374,0.991,20,31
4,SUV,17,11,13.5,11,6.836,13.5,51.3,40.5,1.33605,2,9,11,48.14,1.8,4.78,0.36854999999999993,0.989,19,27
2,Sedan,22,7,6.0,11,7.475,6.0,22.8,18.0,0.685125,2,5,21,31.62,2.05,4.78,0.49005,0.985,21,31
3,Sedan,18,9,6.0,7,12.857,6.0,22.8,18.0,5.4774,1,7,17,7.97,0.91,4.62,0.405,0.871,19,30
4,Sedan,19,11,6.0,11,5.159,6.0,22.8,18.0,2.426175,3,3,9,31.84,0.88,4.69,0.44955,0.965,21,30
2,Sedan,19,8,6.0,11,7.168,6.0,22.8,18.0,0.685125,3,6,18,35.95,2.22,4.69,0.45764999999999917,0.988,22,30
5,Sedan,21,8,6.0,7,7.69,6.0,22.8,18.0,3.42945,1,21,23,10.78,0.92,4.62,0.3888,0.904,22,31
4,Small,18,10,4.0,11,10.287,4.0,15.2,12.0,3.42945,1,8,9,40.59,2.44,4.66,0.43335,0.99,19,28
2,Small,18,9,6.0,11,14.604,4.0,15.2,10.0,5.4774,1,5,7,21.78,1.44,4.63,0.46574999999999916,0.969,23,27
1,Small,19,8,5.0,11,13.38,4.0,15.2,11.0,13.009950000000002,3,6,18,49.68,1.0,4.69,0.49410000000000004,0.98,23,30
4,Truck,18,11,17.5,7,6.431,17.5,66.5,52.5,1.33605,1,9,17,12.52,0.82,4.74,0.4536000000000001,0.907,23,31
2,Small,18,10,4.0,3,4.13,4.0,15.2,12.0,3.42945,1,8,17,29.68,2.57,4.73,0.40905,0.987,22,28
3,Small,17,10,4.0,3,7.196,4.0,15.2,12.0,18.696825,3,6,9,26.55,3.5,4.63,0.405,0.989,23,30
3,SUV,18,10,13.5,11,7.309,13.5,51.3,40.5,1.33605,3,18,23,38.24,3.2,4.63,0.41715,0.992,23,27
1,SUV,20,8,13.5,7,5.313,13.5,51.3,40.5,1.33605,2,6,19,43.1,1.05,4.64,0.37664999999999993,0.978,23,29
4,Small,18,7,4.0,7,5.627,4.0,15.2,12.0,19.434825,3,4,7,34.8,1.67,4.63,0.48195,0.983,22,27
3,Sedan,18,11,6.0,7,9.101,6.0,22.8,18.0,5.4774,3,9,17,34.81,1.73,4.77,0.3888,0.984,22,30
5,Sedan,18,8,6.0,7,9.845,6.0,22.8,18.0,0.685125,1,6,17,41.88,2.38,4.61,0.41715,0.99,22,29
3,Sedan,18,9,6.0,3,12.33,6.0,22.8,18.0,0.685125,2,7,17,18.52,1.84,4.71,0.405,0.971,23,30
2,Sedan,20,10,7.0,3,15.773,6.0,22.8,17.0,2.426175,1,8,19,49.7,2.74,4.61,0.46574999999999916,0.993,23,29
2,Sedan,17,7,6.0,7,10.589,6.0,22.8,18.0,1.33605,2,17,23,23.72,1.41,4.64,0.4293,0.971,22,27
4,Sedan,17,10,6.0,7,12.654,6.0,22.8,18.0,5.4774,1,17,23,34.62,2.97,4.66,0.40905,0.99,23,30
1,Sedan,19,9,6.0,3,9.077,6.0,22.8,18.0,13.009950000000002,2,19,23,48.16,2.46,4.67,0.37664999999999993,0.992,21,31
2,Small,18,9,4.0,7,9.35,4.0,15.2,12.0,18.696825,2,18,23,33.14,2.89,4.78,0.4374,0.99,20,28
4,Small,21,8,4.0,3,7.968,4.0,15.2,12.0,18.696825,1,6,20,16.61,3.15,4.71,0.49815,0.981,20,27
4,SUV,17,10,13.5,3,7.08,13.5,51.3,40.5,18.696825,2,17,23,29.45,1.44,4.67,0.47384999999999916,0.977,22,30
5,Small,22,7,4.0,7,4.076,4.0,15.2,12.0,5.4774,2,5,21,10.63,1.3,4.67,0.42524999999999996,0.93,20,30
4,Sedan,20,8,7.0,7,17.035,6.0,22.8,17.0,0.685125,2,6,19,34.34,1.26,4.78,0.49005,0.977,22,29
1,Sedan,16,8,6.0,3,9.549,6.0,22.8,18.0,2.426175,2,16,23,41.52,2.14,4.69,0.42524999999999996,0.989,22,28
4,Truck,19,8,17.5,3,8.569,17.5,66.5,52.5,3.42945,2,19,23,21.06,1.17,4.72,0.4293,0.96,23,28
2,Sedan,19,10,6.0,3,5.932,6.0,22.8,18.0,13.009950000000002,3,19,23,26.75,2.46,4.61,0.39690000000000003,0.985,19,27
3,SUV,18,8,13.5,7,9.157,13.5,51.3,40.5,0.685125,3,6,17,29.97,3.37,4.61,0.47384999999999916,0.99,23,30
4,Truck,18,11,17.5,11,11.9,17.5,66.5,52.5,3.42945,3,18,23,10.64,2.59,4.65,0.37664999999999993,0.964,23,27
1,Sedan,20,7,6.0,3,9.973,6.0,22.8,18.0,13.009950000000002,1,5,19,20.94,1.76,4.63,0.4293,0.973,20,27
4,Small,20,8,4.0,11,9.046,4.0,15.2,12.0,0.685125,1,6,19,23.03,1.94,4.68,0.48195,0.978,19,31
2,Small,19,10,4.0,7,10.563,4.0,15.2,12.0,3.42945,1,6,8,19.43,2.96,4.77,0.5022000000000001,0.983,20,31
3,Sedan,17,9,6.0,7,12.129,6.0,22.8,18.0,5.4774,3,7,16,43.27,2.32,4.75,0.47790000000000005,0.99,20,31
3,SUV,18,11,13.5,3,12.746,13.5,51.3,40.5,2.426175,2,9,11,32.62,1.68,4.6,0.41715,0.982,23,27
5,SUV,19,10,13.5,3,11.699,13.5,51.3,40.5,13.009950000000002,1,4,8,37.98,1.03,4.72,0.48600000000000004,0.975,22,27
4,Sedan,17,8,6.0,7,7.366,6.0,22.8,18.0,1.33605,2,6,16,21.61,1.87,4.71,0.40905,0.976,21,27
2,SUV,19,12,13.5,11,14.394,13.5,51.3,40.5,13.009950000000002,3,5,10,49.67,1.88,4.78,0.4293,0.989,20,27
2,SUV,17,11,13.5,11,14.39,13.5,51.3,40.5,5.4774,3,17,23,41.51,1.46,4.78,0.405,0.984,20,28
3,Truck,20,9,17.5,7,17.099,17.5,66.5,52.5,0.685125,2,7,19,27.53,3.23,4.67,0.43335,0.989,19,29
2,Small,16,11,4.0,3,6.523,4.0,15.2,12.0,2.426175,2,16,23,48.65,3.33,4.79,0.49815,0.994,22,30
3,Sedan,19,8,6.0,3,10.898,6.0,22.8,18.0,18.696825,2,2,6,42.54,3.52,4.77,0.38475,0.993,22,31
4,Sedan,16,11,6.0,11,6.225,6.0,22.8,18.0,1.33605,1,16,23,15.82,2.06,4.65,0.41715,0.97,21,27
5,Truck,17,11,17.5,7,11.209,17.5,66.5,52.5,3.42945,2,8,10,10.34,3.05,4.66,0.42524999999999996,0.969,19,27
2,Small,19,12,4.0,3,11.083,4.0,15.2,12.0,19.434825,1,7,10,35.67,2.3,4.65,0.49410000000000004,0.988,19,29
3,Sedan,20,10,6.0,11,12.912,6.0,22.8,18.0,3.42945,1,20,23,49.9,2.19,4.66,0.44145,0.991,21,31
1,Sedan,21,8,6.0,3,14.13,6.0,22.8,18.0,2.426175,1,21,23,14.86,1.95,4.62,0.45764999999999917,0.966,21,28
2,Sedan,19,10,6.0,3,8.044,6.0,22.8,18.0,5.4774,3,8,18,37.52,2.77,4.76,0.4536000000000001,0.99,22,30
3,Small,17,8,4.0,11,8.407,4.0,15.2,12.0,19.434825,3,5,8,31.75,0.59,4.78,0.44145,0.948,20,31
4,Sedan,18,10,6.0,11,6.416,6.0,22.8,18.0,1.33605,3,8,17,19.92,1.71,4.73,0.37259999999999993,0.971,19,29
1,Truck,18,7,17.5,11,10.192,17.5,66.5,52.5,19.434825,2,3,5,45.61,3.12,4.67,0.49410000000000004,0.993,20,27
3,SUV,19,9,13.5,11,12.017,13.5,51.3,40.5,13.009950000000002,3,19,23,26.05,1.67,4.72,0.39690000000000003,0.977,21,31
1,Sedan,17,9,6.0,3,8.216,6.0,22.8,18.0,18.696825,2,17,23,23.6,2.15,4.7,0.41715,0.98,20,28
5,Small,19,11,4.0,11,9.36,4.0,15.2,12.0,3.42945,3,7,10,18.08,2.66,4.68,0.4536000000000001,0.979,22,30
5,Sedan,19,9,7.0,3,16.841,6.0,22.8,17.0,2.426175,3,2,7,22.2,2.8,4.7,0.47384999999999916,0.984,22,27
3,SUV,18,8,13.5,3,3.968,13.5,51.3,40.5,18.696825,3,5,8,49.03,0.97,4.77,0.37259999999999993,0.979,20,29
4,Small,19,9,6.0,3,16.695,4.0,15.2,10.0,5.4774,1,7,18,15.13,1.19,4.62,0.4616999999999992,0.946,19,31
1,Small,19,10,4.0,7,10.365,4.0,15.2,12.0,3.42945,1,8,18,30.51,3.45,4.75,0.40905,0.991,22,28
2,Sedan,18,8,6.0,11,8.37,6.0,22.8,18.0,1.33605,3,6,17,29.69,0.88,4.6,0.40905,0.962,21,31
3,Sedan,19,8,6.0,11,2.09,6.0,22.8,18.0,1.33605,1,1,6,33.2,2.22,4.76,0.44955,0.987,23,29
3,Small,20,9,5.0,3,12.491,4.0,15.2,11.0,13.009950000000002,2,7,19,37.97,2.0,4.75,0.48195,0.987,19,27
2,Sedan,18,11,6.0,3,5.35,6.0,22.8,18.0,19.434825,1,18,23,32.25,2.95,4.64,0.47790000000000005,0.99,23,28
4,Sedan,20,9,6.0,7,13.8,6.0,22.8,18.0,0.685125,2,7,19,46.14,0.96,4.66,0.36854999999999993,0.978,23,30
4,Truck,19,8,17.5,7,11.097,17.5,66.5,52.5,0.685125,3,19,23,10.11,0.53,4.67,0.3888,0.83,19,29
3,Small,21,8,4.0,7,6.186,4.0,15.2,12.0,0.685125,1,21,23,22.86,0.86,4.76,0.49005,0.95,22,28
3,Small,16,9,4.0,7,7.15,4.0,15.2,12.0,18.696825,3,7,15,49.36,2.36,4.76,0.47790000000000005,0.991,20,28
2,SUV,18,11,13.5,7,9.048,13.5,51.3,40.5,2.426175,2,9,17,26.23,3.31,4.68,0.37259999999999993,0.989,19,29
2,Small,22,8,4.0,11,4.453,4.0,15.2,12.0,0.685125,3,6,9,27.68,3.37,4.72,0.46574999999999916,0.989,20,27
2,Small,17,7,4.0,11,9.994,4.0,15.2,12.0,2.426175,1,5,16,9.45,3.26,4.67,0.45764999999999917,0.968,21,29
4,Small,19,8,4.0,7,3.213,4.0,15.2,12.0,5.4774,3,19,23,12.39,1.38,4.79,0.4697999999999992,0.943,22,29
2,Sedan,21,7,6.0,11,3.682,6.0,22.8,18.0,18.696825,3,5,20,37.57,2.87,4.6,0.40905,0.991,23,28
3,SUV,20,9,13.5,11,5.386,13.5,51.3,40.5,19.434825,3,7,19,22.11,1.85,4.62,0.4455,0.976,21,28
3,Small,19,10,6.0,7,15.034,4.0,15.2,10.0,13.009950000000002,1,19,23,36.7,2.22,4.61,0.4374,0.988,19,29
4,Small,20,8,4.0,3,7.76,4.0,15.2,12.0,2.426175,2,4,6,8.32,2.58,4.75,0.42524999999999996,0.954,22,30
4,SUV,17,8,13.5,3,6.818,13.5,51.3,40.5,5.4774,1,17,23,35.05,3.16,4.61,0.47790000000000005,0.991,22,31
3,SUV,19,11,13.5,3,12.429,13.5,51.3,40.5,1.33605,1,19,23,13.58,1.28,4.69,0.48195,0.944,22,27
3,Sedan,18,7,6.0,7,10.736,6.0,22.8,18.0,1.33605,1,18,23,31.05,0.65,4.71,0.41715,0.952,23,30
4,Sedan,16,10,6.0,7,12.0,6.0,22.8,18.0,1.33605,2,1,8,9.7,1.01,4.73,0.42524999999999996,0.903,19,29
4,Small,17,12,4.0,3,11.025,4.0,15.2,12.0,5.4774,3,17,23,11.83,2.83,4.68,0.48600000000000004,0.971,23,27
3,SUV,20,12,13.5,3,11.728,13.5,51.3,40.5,1.33605,2,7,10,33.07,2.96,4.7,0.4374,0.99,20,30
1,Truck,18,11,17.5,3,11.989,17.5,66.5,52.5,18.696825,3,9,17,39.01,0.57,4.73,0.39285000000000003,0.956,21,31
5,Truck,20,10,17.5,3,11.037,17.5,66.5,52.5,3.42945,1,8,19,31.64,2.46,4.65,0.49410000000000004,0.987,22,30
2,Small,18,11,7.0,7,17.892,4.0,15.2,9.0,18.696825,1,2,9,31.67,2.82,4.78,0.40095000000000003,0.989,23,27
4,Truck,19,10,17.5,11,2.396,17.5,66.5,52.5,19.434825,1,1,8,35.48,3.27,4.79,0.42524999999999996,0.991,20,27
1,Small,17,11,4.0,3,7.994,4.0,15.2,12.0,3.42945,1,8,9,13.11,3.49,4.71,0.38475,0.978,23,28
4,Small,18,11,4.0,11,2.881,4.0,15.2,12.0,13.009950000000002,3,9,17,48.4,1.94,4.77,0.36449999999999994,0.989,22,27
5,Sedan,19,8,6.0,7,6.222,6.0,22.8,18.0,5.4774,3,19,23,49.12,1.05,4.66,0.45764999999999917,0.981,22,30
3,Small,19,9,5.0,11,12.198,4.0,15.2,11.0,19.434825,2,7,9,50.02,2.79,4.74,0.36854999999999993,0.993,19,30
2,Sedan,18,7,6.0,7,5.818,6.0,22.8,18.0,0.685125,3,18,23,14.14,3.55,4.77,0.4616999999999992,0.98,19,27
4,Sedan,18,11,6.0,3,10.051,6.0,22.8,18.0,18.696825,1,9,17,40.81,1.77,4.66,0.48195,0.986,19,30
1,Truck,20,8,17.5,3,8.643,17.5,66.5,52.5,5.4774,2,20,23,8.68,2.93,4.62,0.45764999999999917,0.961,22,31
1,Small,18,12,4.0,11,2.772,4.0,15.2,12.0,13.009950000000002,3,5,10,28.22,1.61,4.77,0.47790000000000005,0.978,21,29
4,Truck,16,9,17.5,7,10.767,17.5,66.5,52.5,13.009950000000002,3,1,7,26.63,0.54,4.73,0.46574999999999916,0.933,21,29
4,Sedan,18,9,6.0,11,9.373,6.0,22.8,18.0,1.33605,2,7,17,14.08,3.24,4.61,0.49410000000000004,0.978,21,29
5,Small,17,9,4.0,11,8.633,4.0,15.2,12.0,2.426175,1,17,23,20.91,1.74,4.75,0.4455,0.973,19,28
4,Small,18,9,4.0,3,9.056,4.0,15.2,12.0,18.696825,1,7,17,14.28,3.22,4.71,0.4212,0.978,22,29
2,Sedan,20,9,6.0,3,7.282,6.0,22.8,18.0,19.434825,2,20,23,42.69,0.86,4.63,0.46574999999999916,0.973,23,31
5,SUV,19,7,13.5,3,9.856,13.5,51.3,40.5,0.685125,3,19,23,41.2,1.8,4.73,0.48195,0.987,19,30
5,Sedan,17,9,6.0,11,7.921,6.0,22.8,18.0,19.434825,3,7,16,19.31,2.14,4.79,0.47384999999999916,0.976,21,27
3,Small,17,8,4.0,7,8.804,4.0,15.2,12.0,3.42945,2,17,23,29.01,1.14,4.64,0.4212,0.97,22,30
1,Sedan,18,10,6.0,11,5.817,6.0,22.8,18.0,0.685125,1,8,17,30.26,1.28,4.69,0.4697999999999992,0.975,20,30
3,Sedan,18,11,6.0,7,7.824,6.0,22.8,18.0,5.4774,1,18,23,45.4,3.32,4.68,0.4536000000000001,0.993,19,27
3,Sedan,20,8,6.0,7,14.403,6.0,22.8,18.0,5.4774,1,20,23,46.24,1.52,4.65,0.4131,0.986,20,28
4,Small,18,9,4.0,3,7.774,4.0,15.2,12.0,3.42945,2,7,17,17.25,1.7,4.77,0.47790000000000005,0.966,19,27
2,Sedan,18,11,8.0,7,17.542,6.0,22.8,16.0,19.434825,3,9,17,45.99,3.04,4.75,0.36449999999999994,0.993,23,29
4,Sedan,19,9,6.0,3,14.51,6.0,22.8,18.0,3.42945,1,19,23,47.27,1.5,4.75,0.4293,0.986,22,28
5,Small,18,8,4.0,11,10.739,4.0,15.2,12.0,1.33605,3,6,17,44.18,2.31,4.76,0.45764999999999917,0.99,23,30
1,Sedan,18,11,6.0,7,7.241,6.0,22.8,18.0,2.426175,1,18,23,45.94,0.51,4.62,0.4212,0.958,21,28
2,Small,17,11,7.0,11,17.342,4.0,15.2,9.0,19.434825,1,7,9,7.21,2.49,4.61,0.44955,0.946,20,31
2,Small,18,9,4.0,11,3.996,4.0,15.2,12.0,18.696825,2,7,17,38.36,2.9,4.67,0.37664999999999993,0.991,23,31
1,Sedan,19,7,6.0,11,4.51,6.0,22.8,18.0,3.42945,3,19,23,14.65,2.25,4.76,0.38475,0.97,19,31
1,SUV,17,11,13.5,3,7.332,13.5,51.3,40.5,2.426175,1,9,16,47.64,1.66,4.61,0.405,0.987,21,27
1,SUV,18,9,13.5,11,16.684,13.5,51.3,40.5,3.42945,2,18,23,17.78,1.6,4.67,0.39285000000000003,0.965,19,30
3,Small,18,11,8.0,3,20.659,4.0,15.2,8.0,1.33605,1,9,17,33.02,2.22,4.61,0.39285000000000003,0.986,22,28
4,Small,19,10,5.0,11,12.53,4.0,15.2,11.0,2.426175,1,19,23,31.36,2.85,4.71,0.37664999999999993,0.989,20,29
5,Truck,18,9,17.5,7,3.786,17.5,66.5,52.5,13.009950000000002,2,7,17,44.44,1.9,4.79,0.4374,0.988,19,30
4,Sedan,19,9,6.0,7,10.635,6.0,22.8,18.0,3.42945,1,7,18,36.46,0.99,4.75,0.40905,0.973,19,27
5,Small,18,11,4.0,3,5.529,4.0,15.2,12.0,13.009950000000002,3,1,9,33.11,2.29,4.77,0.49005,0.987,20,30
4,SUV,20,8,13.5,3,12.292,13.5,51.3,40.5,0.685125,1,4,6,43.08,1.82,4.61,0.37259999999999993,0.987,23,30
